time_type,date,indicator,indicator_category,geography,group_name,group_category,estimate,sd,season
Weekly,2/3/2024,booster,boosted,National,Sex,Female,22.7451,0.26153061224489793,2023/2024
Weekly,2/3/2024,booster,boosted,National,Sex,Male,18.8129,0.2364795918367347,2023/2024
Weekly,2/3/2024,booster,boosted,National,Sexual Orientation,Don't Know/Refused,19.0933,0.7108673469387755,2023/2024
Weekly,2/3/2024,booster,boosted,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,22.4581,0.6166326530612245,2023/2024
Weekly,2/3/2024,booster,boosted,National,Sexual Orientation,Straight,20.8382,0.1908673469387755,2023/2024
Weekly,2/3/2024,booster,boosted,National,Urbanicity,Rural (Non-MSA),16.683,0.35010204081632657,2023/2024
Weekly,2/3/2024,booster,boosted,National,Urbanicity,Suburban (MSA Non-Principal City),21.1183,0.24540816326530612,2023/2024
Weekly,2/3/2024,booster,boosted,National,Urbanicity,Urban MSA Principal City,21.8853,0.3268877551020408,2023/2024
Weekly,2/3/2024,booster,boosted,Region 1,Overall,Overall,31.1659,0.5953571428571429,2023/2024
Weekly,2/3/2024,booster,boosted,Region 10,Overall,Overall,26.3059,0.68,2023/2024
Weekly,2/3/2024,booster,boosted,Region 2,Overall,Overall,20.1584,0.4135714285714286,2023/2024
Weekly,2/3/2024,booster,boosted,Region 3,Overall,Overall,24.1842,0.4476530612244898,2023/2024
Weekly,2/3/2024,booster,boosted,Region 4,Overall,Overall,15.4117,0.34346938775510205,2023/2024
Weekly,2/3/2024,booster,boosted,Region 5,Overall,Overall,23.6366,0.38785714285714284,2023/2024
Weekly,2/3/2024,booster,boosted,Region 6,Overall,Overall,15.8745,0.46423469387755106,2023/2024
Weekly,2/3/2024,booster,boosted,Region 7,Overall,Overall,21.684,0.52765306122448985,2023/2024
Weekly,2/3/2024,booster,boosted,Region 8,Overall,Overall,22.2068,0.4735714285714286,2023/2024
Weekly,2/3/2024,booster,boosted,Region 9,Overall,Overall,22.4491,0.6387244897959183,2023/2024
Weekly,2/3/2024,booster,boosted,Alabama,Overall,Overall,12.2237,0.5055102040816327,2023/2024
Weekly,2/3/2024,booster,boosted,Alaska,Overall,Overall,17.448,0.7652551020408164,2023/2024
Weekly,2/3/2024,booster,boosted,Arizona,Overall,Overall,19.748,0.7248979591836735,2023/2024
Weekly,2/3/2024,booster,boosted,Arkansas,Overall,Overall,15.3428,0.7091326530612244,2023/2024
Weekly,2/3/2024,booster,boosted,California,Overall,Overall,23.1617,0.77,2023/2024
Weekly,2/3/2024,booster,boosted,Colorado,Overall,Overall,26.6226,0.7353061224489796,2023/2024
Weekly,2/3/2024,booster,boosted,Connecticut,Overall,Overall,27.2251,1.431326530612245,2023/2024
Weekly,2/3/2024,booster,boosted,Delaware,Overall,Overall,24.4907,0.6387755102040816,2023/2024
Weekly,2/3/2024,booster,boosted,District of Columbia,Overall,Overall,37.4209,0.7115816326530613,2023/2024
Weekly,2/3/2024,booster,boosted,Florida,Overall,Overall,15.3001,0.7570918367346939,2023/2024
Weekly,2/3/2024,booster,boosted,Georgia,Overall,Overall,13.6245,0.8106632653061224,2023/2024
Weekly,2/3/2024,booster,boosted,Hawaii,Overall,Overall,23.8623,0.7125510204081633,2023/2024
Weekly,2/3/2024,booster,boosted,Idaho,Overall,Overall,18.5314,0.8242857142857143,2023/2024
Weekly,2/3/2024,booster,boosted,Illinois,Overall,Overall,24.8966,0.5325510204081633,2023/2024
Weekly,2/3/2024,booster,boosted,Indiana,Overall,Overall,18.2625,0.5898469387755102,2023/2024
Weekly,2/3/2024,booster,boosted,Iowa,Overall,Overall,24.1887,1.0214795918367348,2023/2024
Weekly,2/3/2024,booster,boosted,Kansas,Overall,Overall,19.5317,0.7313775510204081,2023/2024
Weekly,2/3/2024,booster,boosted,Kentucky,Overall,Overall,17.3917,0.7375510204081632,2023/2024
Weekly,2/3/2024,booster,boosted,Louisiana,Overall,Overall,11.5553,0.5348979591836734,2023/2024
Weekly,2/3/2024,booster,boosted,Maine,Overall,Overall,29.0632,0.6844897959183673,2023/2024
Weekly,2/3/2024,booster,boosted,Maryland,Overall,Overall,26.6505,0.9773469387755102,2023/2024
Weekly,2/3/2024,booster,boosted,Massachusetts,Overall,Overall,33.1823,0.7712755102040817,2023/2024
Weekly,2/3/2024,booster,boosted,Michigan,Overall,Overall,23.8792,1.007091836734694,2023/2024
Weekly,2/3/2024,booster,boosted,Minnesota,Overall,Overall,33.3091,0.8294387755102041,2023/2024
Weekly,2/3/2024,booster,boosted,Mississippi,Overall,Overall,9.9985,0.6064285714285715,2023/2024
Weekly,2/3/2024,booster,boosted,Missouri,Overall,Overall,21.2778,0.8846428571428572,2023/2024
Weekly,2/3/2024,booster,boosted,Montana,Overall,Overall,21.3843,0.5891836734693878,2023/2024
Weekly,2/3/2024,booster,boosted,Nebraska,Overall,Overall,21.7513,0.8543877551020409,2023/2024
Weekly,2/3/2024,booster,boosted,Nevada,Overall,Overall,17.1494,0.6456122448979592,2023/2024
Weekly,2/3/2024,booster,boosted,New Hampshire,Overall,Overall,28.6996,0.6661224489795919,2023/2024
Weekly,2/3/2024,booster,boosted,New Jersey,Overall,Overall,21.8929,0.6725510204081633,2023/2024
Weekly,2/3/2024,booster,boosted,New Mexico,Overall,Overall,24.4864,0.7454591836734694,2023/2024
Weekly,2/3/2024,booster,boosted,New York,Overall,Overall,21.2416,0.5855102040816327,2023/2024
Weekly,2/3/2024,booster,boosted,North Carolina,Overall,Overall,20.2115,0.6635204081632653,2023/2024
Weekly,2/3/2024,booster,boosted,North Dakota,Overall,Overall,17.73,0.6640816326530613,2023/2024
Weekly,2/3/2024,booster,boosted,Ohio,Overall,Overall,20.2593,0.9193367346938776,2023/2024
Weekly,2/3/2024,booster,boosted,Oklahoma,Overall,Overall,15.7974,0.5694387755102042,2023/2024
Weekly,2/3/2024,booster,boosted,Oregon,Overall,Overall,28.3528,0.7563265306122449,2023/2024
Weekly,2/3/2024,booster,boosted,Pennsylvania,Overall,Overall,22.4592,0.5687755102040817,2023/2024
Weekly,2/3/2024,booster,boosted,Puerto Rico,Overall,Overall,10.143,0.40469387755102043,2023/2024
Weekly,2/3/2024,booster,boosted,Rhode Island,Overall,Overall,29.2964,1.2843877551020408,2023/2024
Weekly,2/3/2024,booster,boosted,South Carolina,Overall,Overall,15.7767,0.5306632653061225,2023/2024
Weekly,2/3/2024,booster,boosted,South Dakota,Overall,Overall,21.1605,0.654438776,2023/2024
Weekly,2/3/2024,booster,boosted,Tennessee,Overall,Overall,15.074,0.7784693877551021,2023/2024
Weekly,2/3/2024,booster,boosted,Texas,Overall,Overall,16.1059,0.6851020408163265,2023/2024
Weekly,2/3/2024,booster,boosted,Utah,Overall,Overall,19.5778,0.9234693877551021,2023/2024
Weekly,2/3/2024,booster,boosted,Vermont,Overall,Overall,37.7448,1.3718877551020408,2023/2024
Weekly,2/3/2024,booster,boosted,Virginia,Overall,Overall,24.1087,0.5952551020408163,2023/2024
Weekly,2/3/2024,booster,boosted,Washington,Overall,Overall,27.957,1.0713775510204082,2023/2024
Weekly,2/3/2024,booster,boosted,West Virginia,Overall,Overall,16.313,0.5032142857142857,2023/2024
Weekly,2/3/2024,booster,boosted,Wisconsin,Overall,Overall,26.6481,0.948265306,2023/2024
Weekly,2/3/2024,booster,boosted,Wyoming,Overall,Overall,14.8981,0.47025510204081633,2023/2024
Weekly,2/3/2024,booster,boosted,Illinois-City of Chicago,Overall,Overall,28.3729,0.939795918,2023/2024
Weekly,2/3/2024,booster,boosted,Illinois-Rest of State,Overall,Overall,23.8598,0.5931122448979592,2023/2024
Weekly,2/3/2024,booster,boosted,New York-New York City,Overall,Overall,19.7856,0.9260204081632653,2023/2024
Weekly,2/3/2024,booster,boosted,New York-Rest of State,Overall,Overall,22.3302,0.6845918367346939,2023/2024
Weekly,2/3/2024,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,22.4539,0.7100510204081633,2023/2024
Weekly,2/3/2024,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,22.2344,0.5789285714285715,2023/2024
Weekly,2/3/2024,booster,boosted,Texas-Bexar County,Overall,Overall,18.3308,0.5210204081632653,2023/2024
Weekly,2/3/2024,booster,boosted,Texas-City of Houston,Overall,Overall,17.0462,0.49887755102040815,2023/2024
Weekly,2/3/2024,booster,boosted,Texas-Rest of State,Overall,Overall,15.892,0.7823469387755103,2023/2024
Weekly,2/3/2024,booster,boosted,National,Gender Identity,Don't Know/Refused,17.1701,1.7498979591836736,2023/2024
Weekly,2/3/2024,booster,boosted,National,Gender Identity,Transgender/Nonbinary,24.5826,1.577295918367347,2023/2024
Weekly,2/3/2024,booster,boosted,National,Health Insurance,Insured,22.6161,0.19551020408163264,2023/2024
Weekly,2/3/2024,booster,boosted,National,Health Insurance,Uninsured,7.9002,0.3738265306122449,2023/2024
Weekly,2/3/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Insured,17.8969,0.20612244897959187,2023/2024
Weekly,2/10/2024,booster,boosted,National,Age,18-29 years,9.2891,0.25979591836734695,2023/2024
Weekly,2/10/2024,booster,boosted,National,Age,30-39 years,13.7169,0.33403061224489794,2023/2024
Weekly,2/10/2024,booster,boosted,National,Age,40-49 years,16.793,0.40801020408163263,2023/2024
Weekly,2/10/2024,booster,boosted,National,Age,50-64 years,23.7987,0.37755102040816324,2023/2024
Weekly,2/10/2024,booster,boosted,National,Age,65-74 years,37.0718,0.5697448979591837,2023/2024
Weekly,2/10/2024,booster,boosted,National,Age,75+ years,38.7887,0.7723979591836735,2023/2024
Weekly,2/10/2024,booster,boosted,National,Disability Status,No,20.7307,0.18173469387755103,2023/2024
Weekly,2/10/2024,booster,boosted,National,Disability Status,Yes,22.0739,0.5281632653061225,2023/2024
Weekly,2/10/2024,booster,boosted,National,Gender Identity,Cisgender,20.9069,0.17433673469387756,2023/2024
Weekly,2/10/2024,booster,boosted,National,Gender Identity,Don't Know/Refused,17.1701,1.7498979591836736,2023/2024
Weekly,2/10/2024,booster,boosted,National,Gender Identity,Transgender/Nonbinary,24.5826,1.577295918367347,2023/2024
Weekly,2/10/2024,booster,boosted,National,Health Insurance,Insured,22.7125,0.19173469387755104,2023/2024
Weekly,2/10/2024,booster,boosted,National,Health Insurance,Uninsured,7.9274,0.3753061224489796,2023/2024
Weekly,2/10/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Insured,17.9614,0.20188775510204082,2023/2024
Weekly,2/10/2024,booster,boosted,National,Health Insurance Among 18-64 Years,Uninsured,7.5394,0.3687755102040816,2023/2024
Weekly,2/10/2024,booster,boosted,National,Overall,Overall,20.8758,0.17290816326530611,2023/2024
Weekly,2/10/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income < $75k",19.1476,0.3039795918367347,2023/2024
Weekly,2/10/2024,booster,boosted,National,Poverty Status,"Above Poverty, Income >= $75k",26.1242,0.3002040816326531,2023/2024
Weekly,2/10/2024,booster,boosted,National,Poverty Status,Below Poverty,13.791,0.44801020408163267,2023/2024
Weekly,2/10/2024,booster,boosted,National,Poverty Status,Poverty Status Unknown,17.9564,0.3305612244897959,2023/2024
Weekly,2/10/2024,booster,boosted,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",13.4126,1.2509183673469388,2023/2024
Weekly,2/10/2024,booster,boosted,National,Race/Ethnicity,"Asian, Non-Hispanic",20.409300000000002,0.881938776,2023/2024
Weekly,2/10/2024,booster,boosted,National,Race/Ethnicity,"Black, Non-Hispanic",17.5852,0.5102040816326531,2023/2024
Weekly,2/10/2024,booster,boosted,National,Race/Ethnicity,Hispanic,14.0155,0.4310204081632653,2023/2024
Weekly,2/10/2024,booster,boosted,National,Race/Ethnicity,"Other, Non-Hispanic",17.8069,0.5703571428571428,2023/2024
Weekly,2/10/2024,booster,boosted,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",17.4412,2.5169897959183674,2023/2024
Weekly,2/10/2024,booster,boosted,National,Race/Ethnicity,"White, Non-Hispanic",24.1127,0.21872448979591838,2023/2024
Weekly,2/10/2024,booster,boosted,National,Sex,Female,22.8077,0.2518367346938776,2023/2024
Weekly,2/10/2024,booster,boosted,National,Sex,Male,18.9466,0.23744897959183672,2023/2024
Weekly,2/10/2024,booster,boosted,National,Sexual Orientation,Don't Know/Refused,19.2942,0.7309183673469388,2023/2024
Weekly,2/10/2024,booster,boosted,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,22.4629,0.615204082,2023/2024
Weekly,2/10/2024,booster,boosted,National,Sexual Orientation,Straight,20.9378,0.18642857142857144,2023/2024
Weekly,2/10/2024,booster,boosted,National,Urbanicity,Rural (Non-MSA),16.8018,0.3601530612244898,2023/2024
Weekly,2/10/2024,booster,boosted,National,Urbanicity,Suburban (MSA Non-Principal City),21.1812,0.238265306,2023/2024
Weekly,2/10/2024,booster,boosted,National,Urbanicity,Urban MSA Principal City,21.9989,0.3214795918367347,2023/2024
Weekly,2/10/2024,booster,boosted,Region 1,Overall,Overall,31.2395,0.584795918,2023/2024
Weekly,2/10/2024,booster,boosted,Region 10,Overall,Overall,26.3962,0.6861734693877551,2023/2024
Weekly,2/10/2024,booster,boosted,Region 2,Overall,Overall,20.179,0.4134183673469388,2023/2024
Weekly,2/10/2024,booster,boosted,Region 3,Overall,Overall,24.1842,0.4476530612244898,2023/2024
Weekly,2/10/2024,booster,boosted,Region 4,Overall,Overall,15.473,0.3466836734693878,2023/2024
Weekly,2/10/2024,booster,boosted,Region 5,Overall,Overall,23.7781,0.3953061224489796,2023/2024
Weekly,2/10/2024,booster,boosted,Region 6,Overall,Overall,15.9148,0.443265306,2023/2024
Weekly,2/10/2024,booster,boosted,Region 7,Overall,Overall,21.684,0.52765306122448985,2023/2024
Weekly,2/10/2024,booster,boosted,Region 8,Overall,Overall,22.2068,0.4735714285714286,2023/2024
Weekly,2/10/2024,booster,boosted,Region 9,Overall,Overall,22.4621,0.6387755102040816,2023/2024
Weekly,2/10/2024,booster,boosted,Alabama,Overall,Overall,12.2237,0.5055102040816327,2023/2024
Weekly,2/10/2024,booster,boosted,Alaska,Overall,Overall,17.448,0.7652551020408164,2023/2024
Weekly,2/10/2024,booster,boosted,Arizona,Overall,Overall,19.748,0.7248979591836735,2023/2024
Weekly,2/10/2024,booster,boosted,Arkansas,Overall,Overall,15.3428,0.7091326530612244,2023/2024
Weekly,2/10/2024,booster,boosted,California,Overall,Overall,23.209,0.7712244897959184,2023/2024
Weekly,2/10/2024,booster,boosted,Colorado,Overall,Overall,26.6927,0.7386224489795918,2023/2024
Weekly,2/10/2024,booster,boosted,Connecticut,Overall,Overall,27.2251,1.431326530612245,2023/2024
Weekly,2/10/2024,booster,boosted,Delaware,Overall,Overall,24.7208,0.6517857142857143,2023/2024
Weekly,2/10/2024,booster,boosted,District of Columbia,Overall,Overall,37.4863,0.7084183673469389,2023/2024
Weekly,2/10/2024,booster,boosted,Florida,Overall,Overall,15.3103,0.7571428571428571,2023/2024
Weekly,2/10/2024,booster,boosted,Georgia,Overall,Overall,13.6245,0.8106632653061224,2023/2024
Weekly,2/10/2024,booster,boosted,Hawaii,Overall,Overall,23.979,0.7178571428571429,2023/2024
Weekly,2/10/2024,booster,boosted,Idaho,Overall,Overall,18.5314,0.8242857142857143,2023/2024
Weekly,2/10/2024,booster,boosted,Illinois,Overall,Overall,24.8966,0.5325510204081633,2023/2024
Weekly,2/10/2024,booster,boosted,Indiana,Overall,Overall,18.3106,0.5918367346938775,2023/2024
Weekly,2/10/2024,booster,boosted,Iowa,Overall,Overall,24.1887,1.0214795918367348,2023/2024
Weekly,2/10/2024,booster,boosted,Kansas,Overall,Overall,19.6852,0.7398469387755102,2023/2024
Weekly,2/10/2024,booster,boosted,Kentucky,Overall,Overall,17.4974,0.7453571428571429,2023/2024
Weekly,2/10/2024,booster,boosted,Louisiana,Overall,Overall,11.5553,0.5348979591836734,2023/2024
Weekly,2/10/2024,booster,boosted,Maine,Overall,Overall,29.4175,0.7349489795918367,2023/2024
Weekly,2/10/2024,booster,boosted,Maryland,Overall,Overall,27.6826,1.2199489795918366,2023/2024
Weekly,2/10/2024,booster,boosted,Massachusetts,Overall,Overall,33.1823,0.7712755102040817,2023/2024
Weekly,2/10/2024,booster,boosted,Michigan,Overall,Overall,24.1362,1.026734693877551,2023/2024
Weekly,2/10/2024,booster,boosted,Minnesota,Overall,Overall,33.3483,0.8279591836734694,2023/2024
Weekly,2/10/2024,booster,boosted,Mississippi,Overall,Overall,9.9985,0.6064285714285715,2023/2024
Weekly,2/10/2024,booster,boosted,Missouri,Overall,Overall,21.3723,0.889795918,2023/2024
Weekly,2/10/2024,booster,boosted,Montana,Overall,Overall,21.3843,0.5891836734693878,2023/2024
Weekly,2/10/2024,booster,boosted,Nebraska,Overall,Overall,21.7513,0.8543877551020409,2023/2024
Weekly,2/10/2024,booster,boosted,Nevada,Overall,Overall,17.2348,0.6512755102040816,2023/2024
Weekly,2/10/2024,booster,boosted,New Hampshire,Overall,Overall,28.9542,0.6827551020408164,2023/2024
Weekly,2/10/2024,booster,boosted,New Jersey,Overall,Overall,21.9428,0.6711224489795918,2023/2024
Weekly,2/10/2024,booster,boosted,New Mexico,Overall,Overall,24.9147,0.8045918367346939,2023/2024
Weekly,2/10/2024,booster,boosted,New York,Overall,Overall,21.2416,0.5855102040816327,2023/2024
Weekly,2/10/2024,booster,boosted,North Carolina,Overall,Overall,20.2115,0.6635204081632653,2023/2024
Weekly,2/10/2024,booster,boosted,North Dakota,Overall,Overall,17.73,0.6640816326530613,2023/2024
Weekly,2/10/2024,booster,boosted,Ohio,Overall,Overall,20.2593,0.9193367346938776,2023/2024
Weekly,2/10/2024,booster,boosted,Oklahoma,Overall,Overall,15.8611,0.5730102040816326,2023/2024
Weekly,2/10/2024,booster,boosted,Oregon,Overall,Overall,28.3528,0.7563265306122449,2023/2024
Weekly,2/10/2024,booster,boosted,Pennsylvania,Overall,Overall,22.4592,0.5687755102040817,2023/2024
Weekly,2/10/2024,booster,boosted,Puerto Rico,Overall,Overall,10.143,0.40469387755102043,2023/2024
Weekly,2/10/2024,booster,boosted,Rhode Island,Overall,Overall,29.2964,1.2843877551020408,2023/2024
Weekly,2/10/2024,booster,boosted,South Carolina,Overall,Overall,15.8262,0.5329081632653061,2023/2024
Weekly,2/10/2024,booster,boosted,South Dakota,Overall,Overall,21.1605,0.654438776,2023/2024
Weekly,2/10/2024,booster,boosted,Tennessee,Overall,Overall,15.074,0.7784693877551021,2023/2024
Weekly,2/10/2024,booster,boosted,Texas,Overall,Overall,16.1589,0.6366836734693878,2023/2024
Weekly,2/10/2024,booster,boosted,Utah,Overall,Overall,19.7814,0.9434183673469387,2023/2024
Weekly,2/10/2024,booster,boosted,Vermont,Overall,Overall,38.9823,1.8316326530612244,2023/2024
Weekly,2/10/2024,booster,boosted,Virginia,Overall,Overall,24.1087,0.5952551020408163,2023/2024
Weekly,2/10/2024,booster,boosted,Washington,Overall,Overall,28.1386,1.086734693877551,2023/2024
Weekly,2/10/2024,booster,boosted,West Virginia,Overall,Overall,16.313,0.5032142857142857,2023/2024
Weekly,2/10/2024,booster,boosted,Wisconsin,Overall,Overall,27.2356,1.004795918367347,2023/2024
Weekly,2/10/2024,booster,boosted,Wyoming,Overall,Overall,14.8981,0.47025510204081633,2023/2024
Weekly,2/10/2024,booster,boosted,Illinois-City of Chicago,Overall,Overall,28.3729,0.939795918,2023/2024
Weekly,2/10/2024,booster,boosted,Illinois-Rest of State,Overall,Overall,23.8598,0.5931122448979592,2023/2024
Weekly,2/10/2024,booster,boosted,New York-New York City,Overall,Overall,19.8043,0.9261224489795918,2023/2024
Weekly,2/10/2024,booster,boosted,New York-Rest of State,Overall,Overall,22.3302,0.6845918367346939,2023/2024
Weekly,2/10/2024,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,22.768,0.7532653061224489,2023/2024
Weekly,2/10/2024,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,22.2711,0.5812244897959183,2023/2024
Weekly,2/10/2024,booster,boosted,Texas-Bexar County,Overall,Overall,18.3358,0.5210204081632653,2023/2024
Weekly,2/10/2024,booster,boosted,Texas-City of Houston,Overall,Overall,17.0462,0.49887755102040815,2023/2024
Weekly,2/10/2024,booster,boosted,Texas-Rest of State,Overall,Overall,15.9419,0.7333163265306123,2023/2024
Weekly,2/17/2024,booster,boosted,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,22.4817,0.6150510204081633,2023/2024
